threshold,score,precision,recall,f1,fnr,dp_diff,fnr_gap,worst_group_sensitivity,macro_avg_fnr,method
0.28,0.8199491268441441,0.4575011611704598,0.5814639905548996,0.5120873407850273,0.4185360094451004,0.011246275165843755,0.023740385814823406,0.5655296229802513,0.42260018411233696,Naive transfer
0.29,0.793914351973493,0.46594274432379074,0.5572609208972845,0.5075268817204301,0.4427390791027155,0.005305430469184469,0.014428975429055968,0.547576301615799,0.4452092106696731,Naive transfer
0.3,0.7465951800556758,0.47584415584415585,0.5407319952774499,0.5062171870682509,0.45926800472255014,0.0068350604104358,0.02725052067789968,0.5224416517055656,0.4639330879554846,Naive transfer
0.31,0.7073054271446585,0.4814410480349345,0.5206611570247934,0.5002836074872377,0.47933884297520657,0.010712611170113073,0.029445341847344653,0.5008976660682226,0.4843796630081051,Naive transfer
0.32,0.6750541503458999,0.48715019988577957,0.5035419126328218,0.4952104499274311,0.4964580873671782,0.015868290849797878,0.03068802117133973,0.4829443447037702,0.5017116447105598,Naive transfer
0.33,0.631565552698588,0.4884410195613515,0.48642266824085006,0.48742975451049986,0.5135773317591499,0.016958159027125413,0.03728037971985243,0.4614003590664273,0.5199594510736465,Naive transfer
0.33999999999999997,0.6051133149542878,0.4907749077490775,0.47107438016528924,0.4807228915662651,0.5289256198347108,0.016123807126823514,0.035811902246770555,0.44703770197486536,0.5350563469017493,Naive transfer
0.35,0.5679788310768188,0.49806201550387597,0.4551357733175915,0.4756323257248612,0.5448642266824085,0.0193552667288788,0.041488436134651474,0.4272890484739677,0.5519667334587066,Naive transfer
0.36,0.5365396938636369,0.5023989033584647,0.43270365997638727,0.464954012052014,0.5672963400236127,0.01831659306276956,0.03481554817632471,0.40933572710951527,0.5732564988023223,Naive transfer
0.37,0.5050401790586818,0.5098468271334792,0.41263282172373084,0.4561174551386623,0.5873671782762692,0.016850203400082114,0.031660690121251944,0.39138240574506283,0.5927872491943111,Naive transfer
0.38,0.47977778811244254,0.5188027628549501,0.3990554899645809,0.4511177844511178,0.6009445100354192,0.017086647212144035,0.03283073507561085,0.3770197486535009,0.6065648838086937,Naive transfer
0.39,0.4472914982661419,0.5184294871794872,0.3819362455726092,0.4398368456832087,0.6180637544273908,0.01689135977184586,0.03139857478734709,0.3608617594254937,0.6234389531808328,Naive transfer
0.4,0.4075089664676934,0.5232067510548524,0.3659976387249115,0.43070510593956235,0.6340023612750885,0.014989223601016455,0.03707510867522801,0.34111310592459604,0.64034933973779,Naive transfer
0.41,0.37805434579692865,0.5297297297297298,0.34710743801652894,0.4194008559201141,0.6528925619834711,0.013732174773863515,0.0330044259595238,0.3249551166965889,0.6585426703236492,Naive transfer
0.42,0.36813566023477573,0.5356125356125356,0.33293978748524206,0.41062977793957045,0.667060212514758,0.01375124723882723,0.02259560498903379,0.3177737881508079,0.6709284093546752,Naive transfer
0.43,0.3327255031413306,0.5396341463414634,0.31345926800472257,0.3965646004480956,0.6865407319952774,0.01185111869588873,0.020320254409774696,0.2998204667863555,0.6900194060087572,Naive transfer
0.44,0.2781705831513659,0.5436893203883495,0.2975206611570248,0.384586035864174,0.7024793388429752,0.01699876786400986,0.03402130713443208,0.2746858168761221,0.708303529556662,Naive transfer
0.45,0.2687924497401812,0.554147465437788,0.28394332939787487,0.375487900078064,0.7160566706021252,0.011462551443183311,0.024491993639755627,0.26750448833034113,0.7202495148497811,Naive transfer
0.46,0.2576706614160451,0.5621951219512196,0.27213695395513576,0.36674622116149563,0.7278630460448643,0.010196468290521274,0.01760120257251996,0.26032315978456017,0.7308762389291799,Naive transfer
0.47,0.23265808055049922,0.5684754521963824,0.2597402597402597,0.3565640194489465,0.7402597402597403,0.009357097320492058,0.017855422866246973,0.24775583482944344,0.743316453737433,Naive transfer
0.48,0.20311558705448896,0.5737931034482758,0.24557260920897284,0.34394377842083507,0.7544273907910272,0.008518730164408295,0.01814596034479221,0.2333931777378815,0.7575338420897224,Naive transfer
0.49,0.1676865602238746,0.577259475218659,0.23376623376623376,0.33277310924369746,0.7662337662337663,0.008531779745699256,0.02462936733885035,0.21723518850987433,0.7704501278207005,Naive transfer
